Tag(M3),Date,Time,Plot_No,Rec_No,CO2,Pressure,Flow,H2O,Tsen,O2,Error,Aux_V,PAR,Tsoil,Tair,Msoil
Zero
Start
M5,20/07/22,14:08:05,     1,   737,   413,  984.6, 291, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.6, 1.4, 20,     0,     1, 0.0000, 0.0000
M5,20/07/22,14:08:06,     1,   738,   413,  984.6, 290, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.6, 1.0, 20,     0,     2, 0.0000, 0.0000
M5,20/07/22,14:08:07,     1,   739,   413,  984.6, 290, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 20,     0,     3, 0.0000, 0.0000
M5,20/07/22,14:08:08,     1,   740,   414,  984.6, 291, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 20,     1,     4, 0.0000, 0.0000
M5,20/07/22,14:08:09,     1,   741,   414,  984.6, 291, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 20,     1,     5, 0.0000, 0.0000
M5,20/07/22,14:08:10,     1,   742,   414,  984.6, 290, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 20,     1,     6, 0.0000, 0.0000
M5,20/07/22,14:08:11,     1,   743,   414,  984.6, 290, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 20,     1,     7, 0.0000, 0.0000
M5,20/07/22,14:08:12,     1,   744,   415,  984.6, 290, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 20,     1,     8, 0.0000, 0.0000
M5,20/07/22,14:08:13,     1,   745,   415,  984.6, 291, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 20,     2,     9, 0.0000, 0.0000
M5,20/07/22,14:08:14,     1,   746,   415,  984.6, 291, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 25,     2,    10, 0.0000, 0.0000
M5,20/07/22,14:08:15,     1,   747,   415,  984.6, 291, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 25,     2,    11, 0.0000, 0.0000
M5,20/07/22,14:08:16,     1,   748,   415,  984.6, 291, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 25,     2,    12, 0.0000, 0.0000
M5,20/07/22,14:08:17,     1,   749,   415,  984.6, 291, 0.0, 0.0,19.9, 21, 0.0000,     0,28.0,30.7, 1.0, 25,     2,    13, 0.2773, 0.1178
M5,20/07/22,14:08:18,     1,   750,   415,  984.6, 291, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 25,     2,    14, 0.2774, 0.2165
M5,20/07/22,14:08:19,     1,   751,   416,  984.6, 291, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 25,     3,    15, 0.2716, 0.2611
M5,20/07/22,14:08:20,     1,   752,   416,  984.6, 291, 0.0, 0.0,19.9,  0, 0.0000,     0,28.0,30.7, 1.0, 25,     3,    16, 0.2848, 0.2352
